area,baths,beds,parking,date,main_img,price,address,property_type,agent_name,company_name,logo,maps,check_date,auction_date,school_list,url,village_name,DOMAINSAYS,number,agent_low_price
302m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/6bVSk7tOzu-AsSZkvBJGsVN-0jU=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018483092_1_1_230418_023226-w1414-h2000,"$547,259",Lot 526 Cortese Road Angle Vale SA 5117,New House & Land,Nick Bevan,Harcourts Gawler Sales,,"-34.6407591,138.646781",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""4.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/lot-526-cortese-road-angle-vale-sa-5117-2018483092,ANGLE VALE,"First listed on 18 April, this house has been on Domain for less than a day.12 other 3 bedroom housein Angle Vale have recently been sold. There are currently4 properties for salein Angle Vale.",5117,500000
375m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/yt2jnyiBoDboyg9rbuIJQzdA5ko=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018258681_1_1_221216_033552-w4961-h3508,"From $544,977",123/ New Road Angle Vale SA 5117,Vacant land,Matt Sergeant,Harcourts Sergeant,,"-34.6416029,138.6539268",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""3.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/123-new-road-angle-vale-sa-5117-2018258681,ANGLE VALE,,5117,500000
375m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/ug0UTqPnAIcnk9UT6H1dYoCN5ik=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017298866_1_1_211005_012249-w2000-h1125,"$528,124",676 Francesco Way Angle Vale SA 5117,New House & Land,Dallas Pitt, Simonds Homes,,"-34.6566065,138.6446402",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""1.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""2.9 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""3.7 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/676-francesco-way-angle-vale-sa-5117-2018440642,ANGLE VALE,"First listed on 24 March, this house has been on Domain for 25 days (last updated on 24 March).12 other 3 bedroom housein Angle Vale have recently been sold. There are currently4 properties for salein Angle Vale.",5117,500000
375m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/r6vogKCnUD86DbeaSOGesuerRlI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018258577_1_1_221216_032339-w2000-h1413,"From $533,961",129/ New Road Angle Vale SA 5117,Vacant land,Matt Sergeant,Harcourts Sergeant,,"-34.6416029,138.6539268",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""3.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/129-new-road-angle-vale-sa-5117-2018258685,ANGLE VALE,,5117,500000
660m²,2.0,3.0,4.0,Organise an inspection,https://rimh2.domainstatic.com.au/McQqIi7mJz2f-psy5AJ-2028iQo=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017249360_1_1_210912_115833-w2000-h1414,"$538,674",49 Felicty Road Angle Vale SA 5117,New House & Land,Peter Asim, Simonds Homes,,"-34.6416029,138.6539268",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""3.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/49-felicty-road-angle-vale-sa-5117-2018464607,ANGLE VALE,"First listed on 6 April, this house has been on Domain for 12 days.12 other 3 bedroom housein Angle Vale have recently been sold. There are currently4 properties for salein Angle Vale.",5117,500000
,2.0,4.0,4.0,Organise an inspection,https://rimh2.domainstatic.com.au/zEzptIcnbIO2qidkzVVc9Wbm62c=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018481446_1_1_230417_053226-w1798-h1200,"$520,000 - $550,000",7 Mendrin Road Gawler Belt SA 5118,Vacant land,Brodie Barker,Barker Real Estate RLA 277146,,"-34.5840175,138.7234463",,,"[{""school_name"": ""Gawler and District College B-12"", ""school_distance"": ""4.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-and-district-college-b12-sa-5116-7047""}, {""school_name"": ""Gawler Primary School"", ""school_distance"": ""2.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-primary-school-sa-5118-6877""}, {""school_name"": ""Hewett Primary School"", ""school_distance"": ""2.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hewett-public-school-sa-5118-6821""}]",https://www.domain.com.au/7-mendrin-road-gawler-belt-sa-5118-2018481446,GAWLER BELT,"First listed on 17 April, this property has been on Domain for 1 day.",5118,500000
375m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/F3Uhz_TSySvfT-EPrcV3gkFJg7A=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2015610552_1_1_190903_025541-w1171-h600,"$545,000",Evanston Gardens SA 5116,House,John  Hudson,Australian Property Centre,,"-34.6239128,138.7221146",,,"[{""school_name"": ""Gawler and District College B-12"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-and-district-college-b12-sa-5116-7047""}, {""school_name"": ""Evanston Gardens Primary School"", ""school_distance"": ""0.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/evanston-gardens-primary-school-sa-5116-7025""}, {""school_name"": ""Gawler Primary School"", ""school_distance"": ""3.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-primary-school-sa-5118-6877""}]",https://www.domain.com.au/evanston-gardens-sa-5116-2018165934,EVANSTON GARDENS,20 other 4 bedroom housein Evanston Gardens have recently been sold. There are currently2 properties for salein Evanston Gardens.,5116,500000
635m²,2.0,5.0,2.0,"Saturday, 3:30pm",https://rimh2.domainstatic.com.au/5lv80ueXU5CuTTaEmMKD43bkRb8=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018459006_1_1_230404_021619-w3800-h2533,Auction On-Site Sunday 30th April 11:30AM,19 Brazil Drive Paralowie SA 5108,House,Lukasz Jaworek,Ray White Norwood,,"-34.7503748,138.5896778",,,"[{""school_name"": ""Paralowie School"", ""school_distance"": ""2.9 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/school-catchment/paralowie-school-sa-5108-7272""}, {""school_name"": ""Salisbury North Primary School"", ""school_distance"": ""4.2 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-north-primary-school-sa-5108-7343""}, {""school_name"": ""Salisbury High School"", ""school_distance"": ""4.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/salisbury-high-school-sa-5108-6817""}]",https://www.domain.com.au/19-brazil-drive-paralowie-sa-5108-2018459006,PARALOWIE,"First listed on 4 April, this house has been on Domain for 14 days (last updated on 15 April). It was last sold in 2021 and4 other 5 bedroom housein Paralowie have recently been sold. There are currently2 properties for salein Paralowie.",5108,500000
375m²,1.0,3.0,3.0,Organise an inspection,https://rimh2.domainstatic.com.au/Amj1_KuHINlRdVwK-0BiFzuid9c=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017486309_1_1_211216_062049-w2000-h1125,"From $517,273",119/ New Road Evanston Gardens SA 5116,Vacant land,Matt Sergeant,Harcourts Sergeant,,"-34.6239128,138.7221146",,,"[{""school_name"": ""Gawler and District College B-12"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-and-district-college-b12-sa-5116-7047""}, {""school_name"": ""Evanston Gardens Primary School"", ""school_distance"": ""0.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/evanston-gardens-primary-school-sa-5116-7025""}, {""school_name"": ""Gawler Primary School"", ""school_distance"": ""3.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-primary-school-sa-5118-6877""}]",https://www.domain.com.au/119-new-road-evanston-gardens-sa-5116-2018258721,EVANSTON GARDENS,,5116,500000
"2,521m²",1.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/vhX3Eh9T4t0GwRmaFFiqQqs24N8=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017208097_1_1_221014_101851-w800-h658,Expressions of Interest,Lot 104 Drury Street Willaston SA 5118,Vacant land,,For Sale By Owner Australia,,"-34.5881858,138.744096",,,"[{""school_name"": ""Hewett Primary School"", ""school_distance"": ""1.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hewett-public-school-sa-5118-6821""}, {""school_name"": ""Gawler East Primary School"", ""school_distance"": ""1.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-east-primary-school-sa-5118-6841""}, {""school_name"": ""Gawler and District College B-12"", ""school_distance"": ""3.5 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-and-district-college-b12-sa-5116-7047""}]",https://www.domain.com.au/lot-104-drury-street-willaston-sa-5118-2017208097,WILLASTON,,5118,500000
532m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/PcerHuVwwVJHZCnHCACNsbLA2AQ=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2014906684_1_1_190128_104014-w800-h600,"$531,500",Lot 2001 Cantina Rd Angle Vale SA 5117,New House & Land,Mark Elwin,Sterling Homes ,,"-34.6407591,138.646781",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""4.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/lot-2001-cantina-rd-angle-vale-sa-5117-2018434585,ANGLE VALE,"First listed on 22 March, this house has been on Domain for 27 days.43 other 4 bedroom housein Angle Vale have recently been sold. There are currently19 properties for salein Angle Vale.",5117,500000
375m²,3.0,4.0,8.0,Organise an inspection,https://rimh2.domainstatic.com.au/FP9VgKDtYRU5AKB4BlCnSnp_63c=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017882141_1_1_220620_063443-w1024-h683,"From $521,560",1593 Dutton Parade Gawler East SA 5118,New House & Land,Holly Treloar ,G.J. Gardner Homes,,"-34.5949135,138.7635971",,,"[{""school_name"": ""Gawler East Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-east-primary-school-sa-5118-6841""}, {""school_name"": ""Gawler and District College B-12"", ""school_distance"": ""3.7 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-and-district-college-b12-sa-5116-7047""}, {""school_name"": ""Immanuel Lutheran School"", ""school_distance"": ""1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/immanuel-lutheran-school-sa-5118-7095""}]",https://www.domain.com.au/1593-dutton-parade-gawler-east-sa-5118-2018036828,GAWLER EAST,54 other 3 bedroom housein Gawler East have recently been sold. There are currently9 properties for salein Gawler East.,5118,500000
570m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/r4lbj31M1G4pztqggzl4ol6er_g=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2016808611_1_1_210218_124158-w800-h600,"$524,000",Lot 33 Parker Road Angle Vale SA 5117,New House & Land,Mark Elwin,Sterling Homes ,,"-34.6323426,138.6490896",,,"[{""school_name"": ""Angle Vale Primary School"", ""school_distance"": ""1.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/angle-vale-primary-school-sa-5117-6834""}, {""school_name"": ""Riverbanks College B-12"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/riverbanks-college-b-12-sa-5117-53034""}, {""school_name"": ""Mark Oliphant College (B-12)"", ""school_distance"": ""4.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/mark-oliphant-college-sa-5115-6824""}]",https://www.domain.com.au/lot-33-parker-road-angle-vale-sa-5117-2018445216,ANGLE VALE,"First listed on 28 March, this house has been on Domain for 21 days.43 other 4 bedroom housein Angle Vale have recently been sold. There are currently19 properties for salein Angle Vale.",5117,500000
375m²,2.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/Amj1_KuHINlRdVwK-0BiFzuid9c=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017486309_1_1_211216_062049-w2000-h1125,"From $537,894",143/ New Road Evanston Gardens SA 5116,Vacant land,Matt Sergeant,Harcourts Sergeant,,"-34.6239128,138.7221146",,,"[{""school_name"": ""Gawler and District College B-12"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-and-district-college-b12-sa-5116-7047""}, {""school_name"": ""Evanston Gardens Primary School"", ""school_distance"": ""0.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/evanston-gardens-primary-school-sa-5116-7025""}, {""school_name"": ""Gawler Primary School"", ""school_distance"": ""3.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-primary-school-sa-5118-6877""}]",https://www.domain.com.au/143-new-road-evanston-gardens-sa-5116-2018258722,EVANSTON GARDENS,,5116,500000
375m²,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/McQqIi7mJz2f-psy5AJ-2028iQo=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017249360_1_1_210912_115833-w2000-h1414,"$508,535",1234 New Road Evanston Gardens SA 5116,New House & Land,Jarryd Slater, Simonds Homes,,"-34.6239128,138.7221146",,,"[{""school_name"": ""Gawler and District College B-12"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-and-district-college-b12-sa-5116-7047""}, {""school_name"": ""Evanston Gardens Primary School"", ""school_distance"": ""0.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/evanston-gardens-primary-school-sa-5116-7025""}, {""school_name"": ""Gawler Primary School"", ""school_distance"": ""3.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/gawler-primary-school-sa-5118-6877""}]",https://www.domain.com.au/1234-new-road-evanston-gardens-sa-5116-2018477059,EVANSTON GARDENS,"First listed on 13 April, this house has been on Domain for 5 days (last updated on 13 April).20 other 4 bedroom housein Evanston Gardens have recently been sold. There are currently2 properties for salein Evanston Gardens.",5116,500000
