area,baths,beds,parking,date,main_img,price,address,property_type,agent_name,company_name,logo,maps,check_date,auction_date,school_list,url,village_name,DOMAINSAYS,number,agent_low_price
,1.0,2.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/J69iSQ8CIqXQenFTIYeIw5l5lRQ=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018467212_1_1_230407_012716-w2000-h1500,"$395,000 - $415,000",2/8 Monash Street South Plympton SA 5038,Apartment / Unit / Flat,,Bronlea Real Estate,,"-34.9675039,138.5573801",,,"[{""school_name"": ""Plympton Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/plympton-primary-school-sa-5038-7288""}, {""school_name"": ""Plympton International College"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/school-catchment/plympton-international-college-sa-5038-6886""}, {""school_name"": ""Warriappendi School"", ""school_distance"": ""3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/warriappendi-alternative-school-sa-5033-7470""}]",https://www.domain.com.au/2-8-monash-street-south-plympton-sa-5038-2018467212,SOUTH PLYMPTON,"First listed on 7 April, this unit has been on Domain for 11 days (last updated on 7 April). It was last sold in 2009 and10 other 2 bedroom unitin South Plympton have recently been sold. There are currently1 properties for salein South Plympton.",5038,350000
,1.0,2.0,1.0,"Saturday, 10:00am",https://rimh2.domainstatic.com.au/y6Vzhe6Vk5buCPM6XU92Ey2Ykxs=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018450382_1_1_230330_121026-w5541-h4166,"$360,000 - $395,000",6/2A Ferguson Avenue Myrtle Bank SA 5064,Apartment / Unit / Flat,Nazz Mina,Ray White Glenelg,,"-34.9588699,138.6394682","Saturday, 22 Apr ;10:00am - 10:30am",,"[{""school_name"": ""Glen Osmond Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/glen-osmond-primary-school-sa-5064-6861""}, {""school_name"": ""Glenunga International High School"", ""school_distance"": ""1.1 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/glenunga-international-high-school-sa-5064-6889""}, {""school_name"": ""Seymour College"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/seymour-college-sa-5064-7359""}]",https://www.domain.com.au/6-2a-ferguson-avenue-myrtle-bank-sa-5064-2018450382,MYRTLE BANK,"First listed on 30 March, this unit has been on Domain for 19 days (last updated on 13 March). It was last sold in 2010 and10 other 2 bedroom unitin Myrtle Bank have recently been sold. There are currently2 properties for salein Myrtle Bank.",5064,350000
293m²,,,,"Wednesday, 3:15pm",https://rimh2.domainstatic.com.au/kJ0Z6qwNndnP9DJqkeNkFuj7va8=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018226483_1_1_221128_121216-w2401-h1600,$400k,2/54 Davenport Terrace Seacliff Park SA 5049,Vacant land,Marco Wenzel,Harris Real Estate - RLA 226409,,"-35.0354747,138.5330062","Wednesday, 19 Apr ;3:15pm - 3:45pm",,"[{""school_name"": ""Seaview Downs Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/seaview-downs-primary-school-sa-5049-7356""}, {""school_name"": ""Seaview High School"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/seaview-high-school-sa-5047-6858""}, {""school_name"": ""Stella Maris Parish School"", ""school_distance"": ""1.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/stella-maris-parish-school-sa-5047-7412""}]",https://www.domain.com.au/2-54-davenport-terrace-seacliff-park-sa-5049-2018226483,SEACLIFF PARK,,5049,350000
,1.0,3.0,2.0,"Saturday, 10:00am",https://rimh2.domainstatic.com.au/LDwF-ew6QgfO0r44ylWZopM4plw=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018480742_1_1_230417_025425-w8192-h5464,$389k - $409k,7/18-20 Audrey Street Ascot Park SA 5043,Apartment / Unit / Flat,Jolly Garg,Magain Real Estate Adelaide,,"-34.9915702,138.564159","Saturday, 22 Apr ;10:00am - 10:30am",,"[{""school_name"": ""Clovelly Park Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/clovelly-park-primary-school-sa-5042-6974""}, {""school_name"": ""Hamilton Secondary College"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/hamilton-secondary-college-sa-5043-6853""}, {""school_name"": ""Sacred Heart College - Middle School Campus"", ""school_distance"": ""0.4 km"", ""school_types"": "",Catholic"", ""href"": ""https://www.domain.com.au/schools/sacred-heart-college-middle-school-campus-sa-5043-49719""}]",https://www.domain.com.au/7-18-20-audrey-street-ascot-park-sa-5043-2018480742,ASCOT PARK,"First listed on 17 April, this unit has been on Domain for 1 day (last updated on 17 April). It was last sold in 2003 and21 other 2 bedroom unitin Ascot Park have recently been sold. There are currently2 properties for salein Ascot Park.",5043,350000
,1.0,2.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/lMjn7KchCARJw4EfvpI7NCWa_-E=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018476568_1_1_230414_050439-w5482-h3653,$375k - $412k,10/16 Battams Road Marden SA 5070,Apartment / Unit / Flat,Leah Chandler,Harris Real Estate - RLA 226409,,"-34.8965688,138.6354553",,,"[{""school_name"": ""East Adelaide School"", ""school_distance"": ""1.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-adelaide-school-sa-5069-6815""}, {""school_name"": ""Vale Park Primary School"", ""school_distance"": ""1.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/vale-park-primary-school-sa-5081-7456""}, {""school_name"": ""Marryatville High School"", ""school_distance"": ""3.7 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/marryatville-high-school-sa-5068-6807""}]",https://www.domain.com.au/10-16-battams-road-marden-sa-5070-2018476568,MARDEN,"First listed on 13 April, this unit has been on Domain for 5 days (last updated on 17 April). It was last sold in 2012 and19 other 2 bedroom unitin Marden have recently been sold. There are currently3 properties for salein Marden.",5070,350000
305m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/mhwbPPfA40rt8_H5EhYVo6KqUAA=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018210923_1_1_221118_051513-w1898-h1419,"$355,000",Lots 502-505 Wilson Ave Felixstow SA 5070,House,Stephen Neal,Harcourts Property People,,"-34.888779,138.6442235",,,"[{""school_name"": ""East Marden Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/east-marden-primary-school-sa-5074-6999""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""3.1 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Marden Senior College"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, 11-12"", ""href"": ""https://www.domain.com.au/school-catchment/marden-senior-college-sa-5070-7172""}]",https://www.domain.com.au/lots-502-505-wilson-ave-felixstow-sa-5070-2018210923,FELIXSTOW,,5070,350000
372m²,2.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/68NNYtLTyGDBadbnxNoeMvo3uuc=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018130996_1_1_230227_061424-w5760-h3840,"$365,000 - $370,000",2/ River Drive Athelstone SA 5076,Vacant land,Bradley Foster,Eclipse Real Estate,,"-34.8643812,138.7026998",,,"[{""school_name"": ""Athelstone School"", ""school_distance"": ""0.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/athelstone-junior-primary-school-sa-5076-6917""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""2.9 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""2.9 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",https://www.domain.com.au/2-river-drive-athelstone-sa-5076-2018469271,ATHELSTONE,"First listed on 11 April, this property has been on Domain for 7 days.",5076,350000
362m²,1.0,3.0,8.0,Organise an inspection,https://rimh2.domainstatic.com.au/Ac1iVieS5Bo_j1cb8FviP2bq1Ko=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018201213_1_1_230403_114626-w3360-h1882,$380K - $410K,16A & 16B Clare Avenue Athelstone SA 5076,Vacant land,Matthew Anand,NOAKES NICKOLAS PTY LTD,,"-34.8664035,138.7022236",,,"[{""school_name"": ""Athelstone School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/athelstone-junior-primary-school-sa-5076-6917""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""2.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""2.8 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",https://www.domain.com.au/16a-16b-clare-avenue-athelstone-sa-5076-2018201213,ATHELSTONE,,5076,350000
342m²,2.0,3.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/lWFmGw8i7KA1GtFGNIwEHHJqjfM=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018255099_1_1_230220_045001-w1431-h1053,"$389,000 - $409,000","Lot 1 & 2, 3 Lomman Avenue Newton SA 5074",Vacant land,,Radelaide Real Estate,,"-34.887322,138.6814499",,,"[{""school_name"": ""Thorndon Park Primary School"", ""school_distance"": ""1.2 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/thorndon-park-primary-school-sa-5076-7442""}, {""school_name"": ""Charles Campbell College"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Norwood Morialta High School - Middle Campus - Morialta"", ""school_distance"": ""1.5 km"", ""school_types"": "",Government"", ""href"": ""https://www.domain.com.au/school-catchment/norwood-morialta-high-school-sa-5073-10828""}]",https://www.domain.com.au/lot-1-2-3-lomman-avenue-newton-sa-5074-2018255099,NEWTON,"Lot 1 & 2, 3 Lomman Avenue, Newton SA 5074 was last sold in 2022.",5074,350000
300m²,2.0,3.0,4.0,Organise an inspection,https://rimh2.domainstatic.com.au/E_OmZsfOanm-WpC_BljNe_tnbpk=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017853253_2_1_221215_044950-w800-h600,$390K,Lot 201 & 202/68 Riverview Drive Paradise SA 5075,Vacant land,Nick Borrelli,Ray White Paradise,,"-34.8692035,138.6700864",,,"[{""school_name"": ""Charles Campbell College"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/charles-campbell-college-sa-5075-6806""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""0.5 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}, {""school_name"": ""Dernancourt School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}]",https://www.domain.com.au/lot-201-202-68-riverview-drive-paradise-sa-5075-2017853253,PARADISE,,5075,350000
351m²,3.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/okkMJIy8nKYOpTMH1MPdbaQH-hE=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017873240_1_1_220615_071323-w3786-h3078,CONTACT AGENT,17 Birch Grove Dernancourt SA 5075,Vacant land,Alex Diamond,Ray White Grange,,"-34.8633297,138.67073",,,"[{""school_name"": ""Dernancourt School"", ""school_distance"": ""0.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}, {""school_name"": ""Avenues College"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1.1 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",https://www.domain.com.au/17-birch-grove-dernancourt-sa-5075-2017873240,DERNANCOURT,"17 Birch Grove, Dernancourt SA 5075 was last sold in 2021.",5075,350000
,2.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/3YC4LwM6ijzXaei9rwjz6Iqz3go=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018170804_1_1_230323_022828-w4000-h2250,"$ 395,000 - $ 405,000",13 Karri Drive Dernancourt SA 5075,Vacant land,Corey Michelmore,Raine & Horne McLaren Vale,,"-34.86401360000001,138.6823218",,,"[{""school_name"": ""Paradise Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/paradise-primary-school-sa-5075-7270""}, {""school_name"": ""Avenues College"", ""school_distance"": ""2.4 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1.3 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",https://www.domain.com.au/13-karri-drive-dernancourt-sa-5075-2018170804,DERNANCOURT,"13 Karri Drive, Dernancourt SA 5075 was last sold in 2016.",5075,350000
369m²,1.0,2.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/4ekPFZrUD0UXtSbJPPWAqSwm8zE=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017647419_1_1_220308_054439-w1754-h1240,"$380,000 - $390.000",2/11 Clearview Crescent Clearview SA 5085,Vacant land,Alba Vella, Professionals Manning Vella Real Estate,,"-34.8511902,138.6117576",,,"[{""school_name"": ""Northfield Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Gabriel's School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-gabriels-school-sa-5085-49735""}]",https://www.domain.com.au/2-11-clearview-crescent-clearview-sa-5085-2017647419,CLEARVIEW,,5085,350000
386m²,,,,Organise an inspection,https://rimh2.domainstatic.com.au/VvAURX5gwxlk0VZtILHNAWUw8Lc=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017869559_2_1_220830_053106-w1500-h1300,$360K - $385K,1/25 Condada Drive Banksia Park SA 5091,Vacant land,Matthew Anand,NOAKES NICKOLAS PTY LTD,,"-34.8074847,138.7321587",,,"[{""school_name"": ""Banksia Park International High School"", ""school_distance"": ""0.9 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/banksia-park-international-high-school-sa-5091-6891""}, {""school_name"": ""Banksia Park School R-6"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/banksia-park-primary-school-sa-5091-1005""}, {""school_name"": ""Fairview Park Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/fairview-park-primary-school-sa-5126-7028""}]",https://www.domain.com.au/1-25-condada-drive-banksia-park-sa-5091-2017869559,BANKSIA PARK,,5091,350000
,3.0,4.0,2.0,Organise an inspection,https://rimh2.domainstatic.com.au/l_zX315NhG7KyT80xCDdNbf70kE=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017834599_1_1_220818_045616-w3450-h2492,Contact Agent,28B Hampstead Road Broadview SA 5083,Vacant land,Nik Ilic,Ray White Paradise,,"-34.8814162,138.619449",,,"[{""school_name"": ""Nailsworth Primary School"", ""school_distance"": ""1.4 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/nailsworth-primary-school-sa-5083-6862""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""4.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Monica's Parish School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-monicas-parish-school-sa-5081-7401""}]",https://www.domain.com.au/28b-hampstead-road-broadview-sa-5083-2018282078,BROADVIEW,"28B Hampstead Road, Broadview SA 5083 was last sold in 2021.",5083,350000
553m²,2.0,3.0,7.0,Organise an inspection,https://rimh2.domainstatic.com.au/Fxp68jK75S5bgO0sgRC8MWG70f8=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018392536_2_1_230302_063638-w3000-h1686,"$399,000",Lot 102/ White Ave Tea Tree Gully SA 5091,Vacant land,Sam Doman,Ray White Tea Tree Gully,,"-34.8249801,138.7214213",,,"[{""school_name"": ""Tea Tree Gully Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/tea-tree-gully-primary-school-sa-5091-6837""}, {""school_name"": ""Banksia Park International High School"", ""school_distance"": ""1.3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/banksia-park-international-high-school-sa-5091-6891""}, {""school_name"": ""Saint David's Parish School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-davids-parish-school-sa-5091-7378""}]",https://www.domain.com.au/lot-102-white-ave-tea-tree-gully-sa-5091-2018392575,TEA TREE GULLY,,5091,350000
200m²,1.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/ESoMT2v1vAfTPlG74yvkAYYDdoI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017585348_1_1_230411_123716-w2048-h1195,"Guide $395,000 to $430,000",1/1205 Grand Junction Road Hope Valley SA 5090,Apartment / Unit / Flat,,Marshall SA Real Estate,,"-34.8431803,138.6979113",,,"[{""school_name"": ""Modbury South Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/modbury-south-primary-school-sa-5090-7196""}, {""school_name"": ""Modbury High School"", ""school_distance"": ""0.7 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/modbury-high-school-sa-5092-6855""}, {""school_name"": ""Torrens Valley Christian School"", ""school_distance"": ""0.3 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/torrens-valley-christian-school-sa-5090-7444""}]",https://www.domain.com.au/1-1205-grand-junction-road-hope-valley-sa-5090-2017585348,HOPE VALLEY,13 other 2 bedroom unitin Hope Valley have recently been sold. There are currently1 properties for salein Hope Valley.,5090,350000
300m²,1.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/aiqxjcecqxOXoA7rAUietwPCGJI=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018239990_1_1_221205_014942-w5760-h5761,"360,000 - 380,000",37C Ramsay Ave Hillcrest SA 5086,Vacant land,Sanjay Patel,Northgate Real Estate - Sales,,"-34.8609212,138.649263",,,"[{""school_name"": ""Avenues College"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Hillcrest Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hillcrest-primary-school-sa-5086-1919""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""1.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}]",https://www.domain.com.au/37c-ramsay-ave-hillcrest-sa-5086-2018239990,HILLCREST,,5086,350000
506m²,1.0,3.0,4.0,Organise an inspection,https://rimh2.domainstatic.com.au/SlW3qWi9BinZNk6oIzbEWRJhXVA=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018392536_1_1_230302_063638-w3002-h1686,"$399,000",Lot 101/ White Ave Tea Tree Gully SA 5091,Vacant land,Sam Doman,Ray White Tea Tree Gully,,"-34.8249801,138.7214213",,,"[{""school_name"": ""Tea Tree Gully Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/tea-tree-gully-primary-school-sa-5091-6837""}, {""school_name"": ""Banksia Park International High School"", ""school_distance"": ""1.3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/banksia-park-international-high-school-sa-5091-6891""}, {""school_name"": ""Saint David's Parish School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-davids-parish-school-sa-5091-7378""}]",https://www.domain.com.au/lot-101-white-ave-tea-tree-gully-sa-5091-2018392536,TEA TREE GULLY,,5091,350000
350m²,,,,Organise an inspection,https://rimh2.domainstatic.com.au/8zTgvajfKrpugSaKIaDUYQq2YpY=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018003180_1_1_230413_032836-w801-h533,"$379,000 - $389,000",743-745/65-67 Valley View Drive Highbury SA 5089,Vacant land,Jackie Bayly,Bayly Real Estate,,"-34.8558894,138.6990307",,,"[{""school_name"": ""Athelstone School"", ""school_distance"": ""1.3 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/athelstone-junior-primary-school-sa-5076-6917""}, {""school_name"": ""Modbury High School"", ""school_distance"": ""2.1 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/modbury-high-school-sa-5092-6855""}, {""school_name"": ""Torrens Valley Christian School"", ""school_distance"": ""1.4 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/torrens-valley-christian-school-sa-5090-7444""}]",https://www.domain.com.au/743-745-65-67-valley-view-drive-highbury-sa-5089-2018003180,HIGHBURY,,5089,350000
362m²,1.0,1.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/v9tC-MbvypTj_4oQTNhu92LEFz0=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018243957_1_1_221207_122645-w846-h710,Contact Agent,18 Beaverdale Avenue Windsor Gardens SA 5087,Vacant land,Anthony Vella,Vella Real Estate,,"-34.86321119999999,138.6638962",,,"[{""school_name"": ""Avenues College"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Dernancourt School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1.4 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",https://www.domain.com.au/18-beaverdale-avenue-windsor-gardens-sa-5087-2018243957,WINDSOR GARDENS,"18 Beaverdale Avenue, Windsor Gardens SA 5087 was last sold in 1999.",5087,350000
335m²,1.0,4.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/pcAfrmt7UH7oGxiSX7DjBr7m4VY=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018247087_1_1_230203_122619-w1200-h899,"$388,000-$398,000",2B Harold Street Highbury SA 5089,Vacant land,Sadeq AL-KHALIDI,Wemark Real Estate,,"-34.8624341,138.6872893",,,"[{""school_name"": ""Paradise Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/paradise-primary-school-sa-5075-7270""}, {""school_name"": ""Modbury High School"", ""school_distance"": ""3 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/school-catchment/modbury-high-school-sa-5092-6855""}, {""school_name"": ""Kildare College"", ""school_distance"": ""1.6 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/schools/kildare-college-sa-5088-7126""}]",https://www.domain.com.au/2b-harold-street-highbury-sa-5089-2018247087,HIGHBURY,"2B Harold Street, Highbury SA 5089 was last sold in 2022.",5089,350000
356m²,3.0,4.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/QuTfMkNSTaRx9byli7o_FD9jRFE=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2017962089_1_1_230224_030118-w1578-h945,"$375,000 - $395,000",142 Hampstead Road Broadview SA 5083,Vacant land,Varun Patel,Raine & Horne Blackwood,,"-34.8693214,138.6187249",,,"[{""school_name"": ""Hampstead Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hampstead-primary-school-sa-5086-7079""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""2.9 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Martin's Catholic Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-martins-parish-primary-school-sa-5086-7395""}]",https://www.domain.com.au/142-hampstead-road-broadview-sa-5083-2017962089,BROADVIEW,"142 Hampstead Road, Broadview SA 5083 was last sold in 2021.",5083,350000
362m²,1.0,3.0,1.0,Organise an inspection,https://rimh2.domainstatic.com.au/Jm6RDcSfEW1HwDOiUstNRiJAoI8=/fit-in/1920x1080/filters:format(jpeg):quality(80):no_upscale()/2018383817_1_1_230228_023207-w724-h704,Best Offer,Windsor Gardens SA 5087,Vacant land,Anthony Vella,Vella Real Estate,,"-34.8623445,138.6573754",,,"[{""school_name"": ""Avenues College"", ""school_distance"": ""0.2 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Klemzig Primary School"", ""school_distance"": ""2.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/klemzig-primary-school-sa-5087-6844""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""1.9 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",https://www.domain.com.au/windsor-gardens-sa-5087-2018383817,WINDSOR GARDENS,Windsor Gardens SA 5087 was last sold in 2014.,5087,350000
